Sales_Rank,Lead_ID,Lead_Score,Lead_Category,Predicted_Probability,Predicted_Converted,Actual_Converted,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
1494,4260,2,Cold,0.017043967,0,0,Landing Page Submission,Direct Traffic,No,No,1.0,2,1.0,Converted to Lead,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,,,,,No,Yes,Modified
1495,4972,2,Cold,0.016183417,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,,,,,,No,No,Modified
1496,1492,2,Cold,0.01986441,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,30,1.5,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
1497,4932,2,Cold,0.015811125,0,0,Landing Page Submission,Google,Yes,No,2.0,1016,2.0,Email Bounced,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,,,,,No,No,Modified
1498,710,2,Cold,0.017067606,0,0,Landing Page Submission,Google,No,No,4.0,92,4.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,Modified
1499,6588,2,Cold,0.02499407,0,0,Landing Page Submission,Direct Traffic,Yes,No,2.0,359,2.0,Olark Chat Conversation,India,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,Yes,Olark Chat Conversation
1500,858,2,Cold,0.022202658,0,0,Landing Page Submission,Google,No,No,3.0,293,3.0,Form Submitted on Website,India,Marketing Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,03.Low,01.High,12.0,18.0,No,No,Modified
1501,4100,2,Cold,0.017014425,0,0,Landing Page Submission,Direct Traffic,Yes,No,1.0,233,1.0,Email Bounced,India,,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Low in Relevance,No,No,Mumbai,,,,,No,No,Modified
1502,4876,2,Cold,0.015077768,0,0,Landing Page Submission,Direct Traffic,No,No,5.0,91,2.5,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Mumbai,,,,,No,No,Olark Chat Conversation
1503,89,2,Cold,0.022479486,0,0,Landing Page Submission,Organic Search,No,No,2.0,1085,2.0,Converted to Lead,India,Rural and Agribusiness,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Other Cities of Maharashtra,02.Medium,02.Medium,13.0,14.0,No,Yes,Modified
1504,5039,2,Cold,0.023657825,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,74,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,,,,,No,Yes,SMS Sent
1505,4704,2,Cold,0.02479383,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,,,,,No,No,Email Opened
1506,2867,2,Cold,0.022356072,0,0,Landing Page Submission,Organic Search,No,No,8.0,297,8.0,Email Opened,India,Healthcare Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Other Cities of Maharashtra,,,,,No,Yes,Email Opened
1507,1815,2,Cold,0.016544601,0,0,Landing Page Submission,Organic Search,Yes,No,5.0,75,5.0,Unsubscribed,India,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,03.Low,02.Medium,12.0,16.0,No,Yes,Modified
1508,8744,2,Cold,0.022370981,0,0,Landing Page Submission,Google,No,No,4.0,30,4.0,Olark Chat Conversation,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Modified
1509,7430,2,Cold,0.016389174,0,0,Landing Page Submission,Google,No,No,4.0,173,4.0,Olark Chat Conversation,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
1510,665,2,Cold,0.019401351,0,0,API,Organic Search,Yes,No,4.0,489,2.0,Olark Chat Conversation,India,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1511,1251,2,Cold,0.021826794,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,19,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
1512,2059,2,Cold,0.022829833,0,0,Landing Page Submission,Google,No,No,3.0,1157,3.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened
1513,5811,2,Cold,0.017172363,0,0,Landing Page Submission,Google,No,No,4.0,225,4.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Thane & Outskirts,,,,,No,No,Email Opened
1514,5267,2,Cold,0.022976862,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,65,2.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,,,,,No,Yes,SMS Sent
1515,6991,2,Cold,0.016081939,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened
1516,5888,2,Cold,0.02354532,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,45,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,,,,,No,Yes,Email Opened
1517,1695,2,Cold,0.022897722,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
1518,6382,2,Cold,0.02272518,0,0,Landing Page Submission,Direct Traffic,No,No,4.0,361,1.33,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Might be,No,No,Mumbai,,,,,No,Yes,Modified
1519,3592,2,Cold,0.023604037,0,0,API,Google,No,No,4.0,229,1.33,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,13.0,15.0,No,No,Modified
1520,391,2,Cold,0.019351166,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,03.Low,02.Medium,12.0,15.0,No,No,Modified
1521,3391,2,Cold,0.018610606,0,0,Landing Page Submission,Direct Traffic,No,No,9.0,426,4.5,Page Visited on Website,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,Other Cities,02.Medium,02.Medium,15.0,16.0,No,Yes,Page Visited on Website
1522,2117,2,Cold,0.024471018,0,0,Landing Page Submission,Google,No,No,2.0,151,2.0,SMS Sent,India,,,,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,01.High,13.0,17.0,No,No,Modified
1523,1002,2,Cold,0.02105969,0,0,API,Organic Search,No,No,2.0,73,1.0,Olark Chat Conversation,India,,,,No,No,No,No,No,No,No,No,,,No,No,,03.Low,02.Medium,12.0,15.0,No,No,Modified
1524,7663,2,Cold,0.02351456,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Link Clicked,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Email Link Clicked
1525,8222,2,Cold,0.02349673,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Thane & Outskirts,02.Medium,02.Medium,15.0,14.0,No,No,Modified
1526,1084,2,Cold,0.016325066,0,0,API,Organic Search,No,No,1.0,225,1.0,Converted to Lead,India,,,,No,No,No,No,No,No,No,No,,,No,No,,03.Low,02.Medium,11.0,15.0,No,No,Modified
1527,4311,2,Cold,0.02449951,0,0,API,Organic Search,No,No,3.0,268,3.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,,,,,No,No,Email Opened
1528,6677,2,Cold,0.024292149,0,0,API,Olark Chat,Yes,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,Modified
1529,1239,2,Cold,0.02040383,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,97,2.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Cities of Maharashtra,02.Medium,01.High,13.0,17.0,No,Yes,Email Opened
1530,8485,2,Cold,0.020699214,0,0,Landing Page Submission,Google,Yes,No,4.0,43,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,SMS Sent
1531,1941,2,Cold,0.020412872,0,0,API,Google,No,No,3.0,382,1.5,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened
1532,1835,2,Cold,0.01857107,0,0,Landing Page Submission,Direct Traffic,Yes,No,1.0,191,1.0,Email Bounced,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,02.Medium,15.0,15.0,No,Yes,Modified
1533,4220,2,Cold,0.020482134,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,,No,No,,,,,,No,No,Modified
1534,1504,2,Cold,0.020415157,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,250,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified
1535,362,2,Cold,0.022577476,0,0,API,Organic Search,No,No,4.0,71,4.0,Olark Chat Conversation,India,,,,No,No,No,No,No,No,No,No,,,No,No,,03.Low,02.Medium,11.0,15.0,No,No,Modified
1536,7676,2,Cold,0.019351166,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,03.Low,02.Medium,12.0,15.0,No,No,Modified
1537,903,2,Cold,0.01714339,0,0,Landing Page Submission,Google,No,No,4.0,12,4.0,Form Submitted on Website,India,"Banking, Investment And Insurance",,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified
1538,9123,2,Cold,0.021352038,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,290,2.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,02.Medium,01.High,14.0,19.0,No,Yes,Email Opened
1539,1662,2,Cold,0.01880538,0,0,API,Google,No,No,14.0,174,2.8,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,02.Medium,02.Medium,14.0,16.0,No,No,Page Visited on Website
1540,8693,2,Cold,0.020924548,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,346,2.0,Email Opened,United States,Human Resource Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Modified
1541,5730,2,Cold,0.022412017,0,0,Landing Page Submission,Organic Search,No,No,11.0,30,5.5,Email Opened,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Mumbai,,,,,No,Yes,Email Opened
1542,5157,2,Cold,0.02075003,0,0,API,Google,No,No,2.0,371,2.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,,,,No,No,Email Opened
1543,2129,2,Cold,0.017788129,0,0,Landing Page Submission,Direct Traffic,No,No,6.0,34,3.0,Unreachable,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,02.Medium,02.Medium,13.0,13.0,No,Yes,Modified
1544,4043,2,Cold,0.01780299,0,0,Landing Page Submission,Direct Traffic,Yes,No,1.0,2,1.0,Email Bounced,India,,Student,,No,No,No,No,No,No,No,No,,,No,No,Other Cities,,,,,No,No,Modified
1545,6206,2,Cold,0.015822899,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,205,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,,,,,No,Yes,Email Opened
1546,8723,2,Cold,0.015061341,0,0,API,Organic Search,No,No,2.0,228,2.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
1547,4712,2,Cold,0.015964117,0,0,API,Organic Search,No,No,4.0,16,4.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,,,,,,No,No,Email Link Clicked
1548,4410,1,Cold,0.013669797,0,0,Landing Page Submission,Organic Search,No,No,3.0,151,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,,No,No,,,,,,No,No,Email Opened
1549,1606,1,Cold,0.012106902,0,0,API,Google,No,No,5.0,108,5.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
1550,950,1,Cold,0.006537549,0,0,Landing Page Submission,Google,No,No,5.0,28,2.5,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,Mumbai,03.Low,01.High,11.0,18.0,No,No,Modified
1551,3584,1,Cold,0.009130179,0,0,API,Google,No,No,2.0,230,1.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,,No,No,,,,,,No,No,Modified
1552,2996,1,Cold,0.014267314,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,307,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,,,,,No,Yes,Email Opened
1553,8569,1,Cold,0.0063491026,0,0,API,Organic Search,No,No,6.0,45,3.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,,03.Low,02.Medium,11.0,15.0,No,No,Modified
1554,8291,1,Cold,0.013963081,0,0,API,Google,No,No,1.0,200,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
1555,8600,1,Cold,0.009457395,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,173,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent
1556,8131,1,Cold,0.008966973,0,0,Landing Page Submission,Direct Traffic,Yes,No,2.0,2,2.0,Unsubscribed,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Mumbai,03.Low,01.High,12.0,18.0,No,Yes,Unsubscribed
1557,8660,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1558,1430,1,Cold,0.009784878,0,0,Landing Page Submission,Direct Traffic,No,No,6.0,95,2.0,Email Opened,Canada,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened
1559,7303,1,Cold,0.0073626013,0,0,API,Google,No,No,5.0,431,1.25,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,,,,,,No,No,Modified
1560,5517,1,Cold,0.012649057,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,143,2.0,Converted to Lead,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Tier II Cities,,,,,No,Yes,Modified
1561,3644,1,Cold,0.008569687,0,0,Landing Page Submission,Google,No,No,6.0,14,3.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,,,,,No,No,Modified
1562,9163,1,Cold,0.0144787915,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,12,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,SMS Sent
1563,8364,1,Cold,0.00866116,0,0,Landing Page Submission,Direct Traffic,No,No,4.0,334,2.0,Email Opened,India,Finance Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Thane & Outskirts,01.High,01.High,16.0,17.0,No,Yes,Email Opened
1564,8896,1,Cold,0.011352173,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Olark Chat Conversation
1565,1937,1,Cold,0.0060624937,0,0,API,Google,No,No,1.0,362,1.0,Converted to Lead,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,,02.Medium,02.Medium,14.0,14.0,No,No,Modified
1566,6648,1,Cold,0.0070194257,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,314,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,,,,,No,Yes,Email Opened
1567,5174,1,Cold,0.0132503435,0,0,Landing Page Submission,Direct Traffic,Yes,No,1.0,322,1.0,Email Bounced,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Mumbai,,,,,No,No,Modified
1568,8917,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1569,2647,1,Cold,0.0055748317,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,,03.Low,02.Medium,12.0,15.0,No,No,Modified
1570,4439,1,Cold,0.008627722,0,0,Landing Page Submission,Organic Search,No,No,5.0,37,5.0,Page Visited on Website,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,,,,,,No,No,Modified
1571,4392,1,Cold,0.010926526,0,0,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,,,,,,No,No,Email Opened
1572,7783,1,Cold,0.0059409454,0,0,Landing Page Submission,Direct Traffic,No,No,4.0,236,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Might be,No,No,Mumbai,03.Low,01.High,10.0,18.0,No,Yes,Email Opened
1573,4644,1,Cold,0.0069238814,0,0,Landing Page Submission,Direct Traffic,No,No,5.0,138,5.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Mumbai,,,,,No,No,Email Opened
1574,1895,1,Cold,0.012990688,0,0,Landing Page Submission,Google,No,No,9.0,171,9.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Email Opened
1575,6875,1,Cold,0.012398396,0,0,Landing Page Submission,Organic Search,No,No,4.0,1134,4.0,Converted to Lead,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Other Cities,,,,,No,Yes,Modified
1576,2137,1,Cold,0.005898303,0,0,Landing Page Submission,Direct Traffic,No,No,4.0,66,1.33,Email Opened,United States,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Other Cities,02.Medium,02.Medium,13.0,13.0,No,Yes,Email Opened
1577,5581,1,Cold,0.008984036,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,,,,,,No,No,Modified
1578,2205,1,Cold,0.010723162,0,0,Landing Page Submission,Direct Traffic,No,No,3.0,349,3.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Other Metro Cities,02.Medium,02.Medium,14.0,13.0,No,Yes,Email Opened
1579,1495,1,Cold,0.0068902546,0,0,API,Google,No,No,2.0,279,2.0,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened
1580,4270,1,Cold,0.013551839,0,0,Landing Page Submission,Google,No,No,6.0,49,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified
1581,4041,1,Cold,0.0062418925,0,0,Landing Page Submission,Direct Traffic,Yes,No,1.0,400,1.0,Email Bounced,India,Human Resource Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,,,,,,No,No,Email Bounced
1582,8287,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1583,2883,1,Cold,0.009788506,0,0,Landing Page Submission,Direct Traffic,No,No,1.0,44,1.0,Converted to Lead,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Modified
1584,5660,1,Cold,0.012067739,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,43,2.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Mumbai,,,,,No,Yes,SMS Sent
1585,4567,1,Cold,0.008979898,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,,,,,,No,No,Modified
1586,8626,1,Cold,0.014940263,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,122,2.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,SMS Sent
1587,8390,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1588,3394,1,Cold,0.013601425,0,0,API,Olark Chat,No,No,2.0,370,1.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Mumbai,,,,,No,No,Page Visited on Website
1589,8952,1,Cold,0.00785667,0,0,Landing Page Submission,Direct Traffic,Yes,No,2.0,153,2.0,Email Bounced,India,IT Projects Management,,,No,No,No,No,No,No,No,No,,,No,No,Other Metro Cities,02.Medium,02.Medium,14.0,13.0,No,Yes,Modified
1590,5609,1,Cold,0.009893653,0,0,Landing Page Submission,Direct Traffic,No,No,7.0,171,2.33,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,Thane & Outskirts,,,,,No,Yes,Page Visited on Website
1591,2731,1,Cold,0.0080742985,0,0,API,Direct Traffic,No,No,1.0,263,1.0,Converted to Lead,India,,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,,,,No,No,Modified
1592,6401,1,Cold,0.0069205775,0,0,Landing Page Submission,Direct Traffic,Yes,No,2.0,269,2.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Thane & Outskirts,,,,,No,Yes,Page Visited on Website
1593,8770,1,Cold,0.014539569,0,0,API,Google,No,No,2.0,126,1.0,Olark Chat Conversation,India,,,,No,No,No,No,No,No,No,No,,,No,No,,03.Low,02.Medium,12.0,15.0,No,No,Modified
1594,3564,1,Cold,0.0069511775,0,0,Landing Page Submission,Direct Traffic,No,No,6.0,88,6.0,Converted to Lead,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Mumbai,,,,,No,Yes,Modified
1595,5545,1,Cold,0.0061816606,0,0,Landing Page Submission,Direct Traffic,No,No,2.0,248,2.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Cities,,,,,No,Yes,Modified
1596,1244,1,Cold,0.012265509,0,0,API,Olark Chat,No,No,0.0,0,0.0,Olark Chat Conversation,,,,,No,No,No,No,No,No,No,No,,,No,No,,01.High,02.Medium,17.0,15.0,No,No,Modified
1597,7401,1,Cold,0.012794758,0,0,Landing Page Submission,Direct Traffic,Yes,No,3.0,38,3.0,SMS Sent,India,Business Administration,,,No,No,No,No,No,No,No,No,,,No,No,Other Metro Cities,02.Medium,02.Medium,13.0,16.0,No,No,Modified
1598,7705,1,Cold,0.007666774,0,0,API,Organic Search,No,No,7.0,384,3.5,Email Opened,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened
